t,S_p,L_p,I_p,S_v,I_v
0.0,97.0,1.0,2.0,3.0,4.0
1.0,99.43339146414283,0.3621735981164786,6.352533354941373,3.2002729467948297,4.033531479888072
2.0,99.77982854494525,0.07676327145517663,8.537369009573137,2.2306028910228313,2.595273136164061
3.0,99.88704847797932,0.01526354646708282,10.233589337060456,1.4137804888365917,1.4718407995363598
4.0,99.94223231575116,0.0028020860430032187,11.239997933143046,0.9517329309197888,0.8171322821027645
5.0,99.9688320459953,0.0005091455306065376,12.01586962626416,0.7254100832872932,0.4376520010238989
6.0,99.9815987031384,9.212981848669622e-5,12.776682323838365,0.5963221534438438,0.25702350257259393
7.0,99.99052472913067,1.635745221022417e-5,13.230921937109674,0.5325532066694875,0.15560984084830698
8.0,99.99426804389616,2.9460774984138137e-6,13.7138310321309,0.5119259669365664,0.10362830289604867
9.0,99.99672212999984,4.929390030267437e-7,13.604842117044383,0.4972597775414852,0.08060365529742357
10.0,99.99824283114584,7.857904431671903e-8,11.984059361547244,0.48164235639392716,0.06607506923586658
11.0,99.99890975436949,1.3407797678892197e-8,11.534899012201512,0.4900031037782941,0.061369302414817285
12.0,99.99943641073742,2.238907533090323e-9,11.38425101454304,0.48764975588369003,0.05923214026683657
13.0,99.99964323199161,3.6978099946820145e-10,10.4739109307525,0.46602542709254263,0.05583521370500754
14.0,99.99980539650473,6.200974401187335e-11,10.18132564555052,0.4762189713257738,0.05490174160641953
15.0,99.99986026171172,1.0545608549580687e-11,10.083978218915687,0.4841994176274422,0.057469134025008126
16.0,99.99991547679049,1.7164109106291855e-12,9.227663759246822,0.48134337556251316,0.055686068992291934
17.0,99.99995076853544,2.5308540030910454e-13,7.602701694517386,0.48428811673863953,0.055856452114624276
18.0,99.99997141553166,4.275790151481986e-14,7.512783286747372,0.47963050366461246,0.0551759102680271
19.0,99.99997928648959,6.487568146413194e-15,5.765639605574763,0.4946972285349385,0.05653583583326322
20.0,99.9999875449817,1.0193620239209234e-15,6.04949719735661,0.49006967730398565,0.05612331010135071
21.0,99.99999194840308,1.7071602846177963e-16,5.433982464106506,0.47687722207003896,0.05458241578787759
22.0,99.99999534349519,2.5263574791710057e-17,4.431303559994032,0.46534551169008503,0.05325615704006032
23.0,99.99999686620477,4.365832457757553e-18,3.9135570607107226,0.47356776675200385,0.054884767752327826
24.0,99.9999979008996,7.424040798800935e-19,3.8590680452898445,0.47713031711215764,0.05448166481302845
25.0,99.9999986887443,1.2134490255257893e-19,3.636263766094903,0.4892333256227463,0.056310281221156736
26.0,99.9999990505749,1.7798799422396002e-20,2.9636194211572144,0.4816086826868851,0.05525458191838286
27.0,99.99999945660184,2.798086072319934e-21,2.7540575104784946,0.49117636321311714,0.05601196688088604
28.0,99.99999965359824,3.9360536910418458e-22,2.297542693059121,0.4906945708528472,0.05588472420300143
29.0,99.99999978730182,6.616419694316913e-23,2.092452968338496,0.49213991560411996,0.055552450354816076
30.0,99.9999998464372,1.002682237482349e-23,1.7619716141095965,0.48384731153431126,0.055704822192831766
31.0,99.9999999051016,1.3216338603499804e-24,1.4049086996772482,0.46868721126156476,0.05347918828611654
32.0,99.99999993716223,1.8938218692918147e-25,0.9543462817096113,0.4861143691038299,0.056803965222270054
33.0,99.99999996387605,2.804818928328766e-26,0.8078500297816906,0.4903974417085236,0.05608221031613332
34.0,99.99999997302181,3.838421589953826e-27,0.6600781126182961,0.48189481551215285,0.05599883502501252
35.0,99.99999998216654,5.343447844246929e-28,0.5594188174934255,0.47840174872574626,0.05491887773090206
36.0,99.9999999889634,7.924188699990359e-29,0.43105613920592084,0.49376739371706785,0.05632022107672891
37.0,99.99999999278383,1.092934747572717e-29,0.39812542240387133,0.48578156955639795,0.055523144958563676
38.0,99.99999999509528,1.5377138256609204e-30,0.32940270750914386,0.48441193570571883,0.055517271095415724
39.0,99.99999999692297,2.268320587676584e-31,0.28684381564132433,0.49798881860992433,0.05665403063008955
40.0,99.99999999819437,3.206639784724382e-32,0.22215603777637535,0.4734385004728588,0.05470273806721807
41.0,99.99999999892414,4.526507189611122e-33,0.19514508675318432,0.4925500330010542,0.056722911597534925
42.0,99.9999999991779,6.866504146101053e-34,0.15509026451286156,0.47808638777724827,0.054399426365475824
43.0,99.99999999955186,8.574458631828298e-35,0.11050332723384616,0.4710830287936437,0.05373065017801813
44.0,99.99999999965674,1.0941593734154063e-35,0.09092188944620037,0.47922703910671177,0.05418382918057037
45.0,99.99999999978037,1.6599724937247993e-36,0.08923551560429412,0.4704825213800279,0.053711409526277176
46.0,99.99999999984833,1.844450045789152e-37,0.06361633482801374,0.4807139594885914,0.05511523607697079
47.0,99.99999999989885,2.2922470910595282e-38,0.055987707534001285,0.4855788346482057,0.05481689303281595
48.0,99.99999999993963,3.751401211343239e-39,0.04509116098241629,0.4758085807858414,0.05352715314329293
49.0,99.99999999995869,5.450390572442688e-40,0.04634893884166876,0.49687379038026214,0.05610318282837804
50.0,99.99999999996706,6.52724559037243e-41,0.03608766367500224,0.4860884924969556,0.05600534137116228
